COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS
95c44ba1-a18,Matthew Wright,2024-02-23T04:00:00,This is my favorite YouTube channel,0
cf27180b-5f1,Sarah Williams,2024-05-22T13:00:00,My teacher recommended this video to us,0
4508d847-e5b,SpamMaster,2023-10-24T00:00:00,Nice video! 👍 Check out my content too!!!!!!!,1
bc438c21-255,Nicole Jackson,2024-04-19T00:00:00,Can you recommend any books on this topic?,0
87c63adc-7c6,Michael Brown,2023-03-14T02:00:00,Could you do a follow-up on this topic?,0
249ad5d1-253,Tyler Hall,2024-11-06T08:00:00,The examples you use are so relatable,0
aec5d191-8ce,Emily Chen,2024-04-14T16:00:00,Please do more videos like this!,0
fd313549-0a2,gamer_pro,2024-03-27T16:00:00,I have a question about the part at 3:00,0
540a1885-926,CryptoGuru99963,2023-08-09T22:00:00,PLEASE SUBSCRIBE TO MY CHANNEL I NEED 1000 SUBS,1
ad5778d7-466,Maria Garcia,2024-01-31T10:00:00,Could you do a follow-up on this topic?,0
e9b56156-854,Emily Chen,2024-07-22T07:00:00,The editing on this video is amazing,0
1c765a42-e17,Alex Johnson,2023-11-30T04:00:00,Finally someone who explains this properly!,0
fec44d5c-a71,Olivia Adams,2024-08-16T04:00:00,You explained in 10 minutes what my textbook couldn't in 100 pages,0
ef39ecff-583,travel_addict,2023-09-13T02:00:00,I sent this to my friend who needed to hear this,0
e7a715e1-4f1,FakeAccount00184,2023-02-15T04:00:00,Click here for free V-Bucks http://earn-money-now.biz 🎁👇💰,1
11c7260b-44b,Tyler Hall,2023-01-30T19:00:00,Thank you for making this free,0
95c500ec-225,Andrew Young,2024-01-30T13:00:00,The examples you use are so relatable,0
ce02ff31-e04,Samantha Harris,2024-06-01T19:00:00,Beautifully produced video as always,0
d6dc8801-804,Ethan Green,2023-01-23T09:00:00,The animation at 0:45 was really cool,0
a48fbcfc-578,Ethan Green,2023-02-22T19:00:00,I disagree with some points but overall good video,0
aeab89d0-96d,BotUser_xz,2023-03-02T02:00:00,Meet beautiful people at https://t.co/xYzAbCdEf 😍,1
c09a5666-aa8,PromoKing905,2024-06-15T21:00:00,INVEST IN HTTP://CLICK4CASH.NET BEFORE IT'S TOO LATE!!!,1
6c7af576-4c8,Ethan Green,2023-11-08T21:00:00,Thank you for being so honest and genuine,0
b00c4144-893,FollowerFactory,2024-07-11T10:00:00,FREE ROBUX! Go to http://get-rich-fast.com right now!,1
7f20f278-4ef,Daniel Martinez,2024-11-06T19:00:00,This is pure gold! 💛,0
446f144a-382,Kayla Scott,2023-02-23T11:00:00,This popped up in my recommendations and I'm glad it did,0
5b9f8cf4-d7f,Ashley Lopez,2023-04-19T11:00:00,Please do more videos like this!,0
30baf406-12a,LikeBot3000601,2024-02-11T08:00:00,Click here for free V-Bucks http://tinyurl.com/fr33g1fts,1
b4c82a91-99e,gamer_pro,2023-08-17T13:00:00,This video changed my perspective on things,0
68e5db4d-26d,Kayla Scott,2024-03-03T03:00:00,This helped me with my homework,0
01ec2745-827,FreeGiftBot,2023-09-02T12:00:00,MEET BEAUTIFUL PEOPLE AT HTTP://CLICK4CASH.NET 😍,1
9d4fc33e-6d3,Ryan Thomas,2024-11-22T15:00:00,The animation at 1:05 was really cool,0
46f7f306-ff5,GiveawayBot,2024-07-16T23:00:00,PLEASE SUBSCRIBE TO MY CHANNEL I NEED 1000 SUBS,1
1cb16c05-300,Kevin Clark,2024-04-21T12:00:00,Looking forward to the next one!,0
6aae591f-890,Matthew Wright,2023-07-07T13:00:00,This helped me with my homework,0
980b7092-350,Sub4SubKing,2024-04-12T21:00:00,BITCOIN IS GOING TO $100K! BUY NOW AT HTTPS://T.CO/XYZABCDEF,1
c64dc395-0f4,science_geek,2023-08-28T02:00:00,I've been looking for this information everywhere. Thank you!,0
a0be77f8-9dd,SubscribeNow123368,2024-05-04T06:00:00,Passive income secrets revealed at http://freelikesfollowers.com!!!!!!,1
73727ad2-c01,Lauren Allen,2023-11-29T13:00:00,Really appreciate the effort you put into these videos,0
73977cd6-e83,Brandon White,2023-01-18T03:00:00,I wish my teachers explained things like you do,0
5eb1e732-6f5,Kevin Clark,2024-10-30T14:00:00,You explained in 10 minutes what my textbook couldn't in 100 pages,0
a6e69a5b-525,tech_nerd,2023-08-22T06:00:00,"I've been following your channel for years now, love the content",0
d8b22450-f85,bookworm_99,2023-09-25T04:00:00,I was confused about this but now I understand,0
04faf2b1-47e,Ethan Green,2024-04-05T07:00:00,This helped me with my homework,0
9b51c4d0-969,Amanda Wilson,2023-03-31T03:00:00,Such an underrated channel,0
09b4def2-d07,LikeBot3000,2023-09-30T14:00:00,Hey check my channel out https://t.co/xYzAbCdEf,1
0030388b-81f,MoneyMaker2024686,2024-04-20T11:00:00,SUB4SUB ANYONE??? SUBSCRIBE TO ME AND I'LL SUBSCRIBE BACK!!!,1
7248107f-fba,PromoKing509,2024-08-26T18:00:00,Sub4Sub anyone??? Subscribe to me and I'll subscribe back!!!,1
cc70cc0c-7a9,Amanda Wilson,2024-03-20T09:00:00,"I cried watching this, so beautiful",0
d868475a-d4a,ViralQueen,2023-06-20T15:00:00,Nice video! 👍 Check out my content too! 🎁🔥🚀,1
f55109c6-ea8,FollowerFactory,2024-04-19T14:00:00,I just got a free PS5 from http://freelikesfollowers.com!!!!!!,1
315a92f7-e3d,Jason Robinson,2023-12-17T06:00:00,"I cried watching this, so beautiful",0
2f99a3b4-ea8,Sub4SubKing905,2023-12-23T07:00:00,Great content! Visit my page for similar stuff!,1
e15b13bc-e1d,ClickHere4Free353,2023-03-31T00:00:00,Great content! Visit my page for similar stuff!,1
f9ae65bd-a2f,Brandon White,2024-09-25T15:00:00,The examples you use are so relatable,0
c2afa99c-8e2,Joshua Hill,2024-04-09T15:00:00,You make learning fun!,0
afd27eec-e3e,Amanda Wilson,2023-03-21T15:00:00,You should collab with MrBeast,0
7f20a98d-e48,Ryan Thomas,2023-02-08T04:00:00,This channel deserves more subscribers,0
74746e33-a85,ViralQueen,2024-09-30T07:00:00,DOUBLE YOUR MONEY WITH HTTP://CLICK4CASH.NET,1
336bc5d6-ded,Matthew Wright,2024-09-17T14:00:00,Rewatching this because it's so good,0
33f50aaf-c67,Tyler Hall,2024-10-17T14:00:00,Love the way you break down complex topics,0
cc1de960-6b2,Olivia Adams,2024-06-15T19:00:00,Such an underrated channel,0
a774d821-9e1,FreeGiftBot927,2023-04-22T23:00:00,My channel is better than this one lol subscribe,1
d2f4a2e6-800,MoneyMaker2024634,2023-02-01T05:00:00,Nice video! 👍 Check out my content too!,1
2bbed2df-ea9,ClickHere4Free375,2023-10-28T21:00:00,AMAZING! I JUST UPLOADED SOMETHING EVEN BETTER!,1
fbbf20aa-974,art_creator,2024-04-20T21:00:00,Really appreciate the effort you put into these videos,0
85c799b8-e29,musiclover_42,2023-08-18T10:00:00,"This tutorial was super helpful, thanks!",0
09022b7b-dd4,Daniel Martinez,2024-10-04T04:00:00,I shared this with all my friends,0
cb979d6c-bee,Michael Brown,2024-07-05T04:00:00,Can you make a video about travel?,0
f5be4143-2f3,GiveawayBot,2024-05-05T16:00:00,CHECK OUT MY NEW SONG ON MY CHANNEL!!!,1
17481fe4-b30,BotUser_xz378,2023-11-03T15:00:00,Visit http://freelikesfollowers.com to get 1000 free subscribers! ⬇️🔥💯,1
4605d72f-f13,fitness_fan,2024-02-27T09:00:00,I tried this and it actually worked! Thanks!,0
56886601-83e,Sub4SubKing335,2024-04-25T17:00:00,I just got a free PS5 from http://bitcoin-profit.io!!!!!!!!!,1
a8ef63bf-ad0,Tyler Hall,2024-05-16T10:00:00,I wish my teachers explained things like you do,0
54bf8936-caf,Jason Robinson,2024-03-05T19:00:00,This channel deserves more subscribers,0
0d13ce0a-89e,Ryan Thomas,2024-04-08T16:00:00,"Watching this for my exam tomorrow, wish me luck!",0
9c604df0-7d2,Amanda Wilson,2023-06-13T00:00:00,Early gang! Love your content,0
60a5d511-1dd,Lisa Anderson,2024-04-26T12:00:00,I tried this recipe and my family loved it!,0
0deff6c2-21c,bookworm_99,2023-06-07T16:00:00,Can you recommend any books on this topic?,0
015a00d1-7cb,FreeGiftBot,2024-08-16T17:00:00,Like if you agree! Sub to my channel for more!,1
8dc551d9-fa1,Alex Johnson,2024-09-14T19:00:00,I disagree with some points but overall good video,0
c08315b7-deb,MoneyMaker2024,2023-07-25T21:00:00,Nice video! 👍 Check out my content too!,1
bc53e021-dfa,Olivia Adams,2024-04-05T07:00:00,This is the best explanation I've found on YouTube,0
fb404161-8cb,ClickHere4Free,2023-11-28T08:00:00,Amazing! I just uploaded something even better!,1
52b5e60f-4e2,Samantha Harris,2024-06-20T02:00:00,Finally someone who explains this properly!,0
526e3eb4-42b,FakeAccount001,2023-02-04T02:00:00,I just got a free PS5 from http://click4cash.net!!!,1
1381f176-288,art_creator,2023-07-09T19:00:00,Notification squad! 🔔,0
71514542-531,travel_addict,2023-07-29T07:00:00,Thank you for being so honest and genuine,0
6b3a9650-b33,musiclover_42,2024-11-19T16:00:00,I sent this to my friend who needed to hear this,0
09491285-05f,Ashley Lopez,2023-06-29T20:00:00,Thank you for being so honest and genuine,0
f8791740-cb4,FollowerFactory,2024-01-24T17:00:00,PLEASE SUBSCRIBE TO MY CHANNEL I NEED 1000 SUBS,1
4c4a1979-b70,LikeBot3000,2024-03-30T19:00:00,Awesome video bro! Sub to me I sub back! 😱🚀👇🎁,1
a54f7bdc-44a,RichQuick545,2024-02-02T04:00:00,Great content! Visit my page for similar stuff!,1
9ae208fd-9e1,SpamMaster,2023-01-15T15:00:00,Earn money online easily! http://click4cash.net 👇💰,1
3071e436-d44,Joshua Hill,2023-07-19T09:00:00,This is the best explanation I've found on YouTube,0
c3857505-9e2,musiclover_42,2024-07-21T08:00:00,"I learned so much from this, thank you!",0
5a3ee5c5-62b,LikeBot3000,2023-05-06T21:00:00,INVEST IN HTTP://BIT.LY/FREESTUFF BEFORE IT'S TOO LATE!!! ⬇️💯🚀👇👇,1
497d8d8e-f0e,Kevin Clark,2023-06-01T15:00:00,Finally someone who explains this properly!,0
f0db2887-479,Chris Taylor,2023-06-13T07:00:00,Can you recommend any books on this topic?,0
65062f2d-07d,bookworm_99,2023-09-29T01:00:00,I shared this with all my friends,0
68bac8ca-7a1,Michael Brown,2023-04-27T17:00:00,"I've been following your channel for years now, love the content",0
3105c4c6-7ab,FollowerFactory641,2024-08-17T22:00:00,Get rich quick! http://earn-money-now.biz,1
e0887731-e54,David Kim,2024-03-28T13:00:00,How long did it take you to film this?,0
ed31c8bf-34d,James Smith,2023-08-13T15:00:00,You should collab with Veritasium,0
b4848766-709,tech_nerd,2023-06-09T11:00:00,I take notes while watching your videos,0
33d18e36-525,RichQuick,2024-08-29T22:00:00,GET RICH QUICK! HTTP://TINYURL.COM/FR33G1FTS 💰🔥💰,1
df590092-c8d,Tyler Hall,2024-01-26T14:00:00,You explained in 10 minutes what my textbook couldn't in 100 pages,0
78afca3d-6d2,fitness_fan,2023-06-28T06:00:00,I shared this with all my friends,0
3f0ff716-c97,Michael Brown,2023-08-10T02:00:00,This is the best explanation I've found on YouTube,0
1891b3a6-f75,Megan Walker,2024-01-16T18:00:00,Thank you for being so honest and genuine,0
a26c2b68-673,GiveawayBot455,2023-03-21T09:00:00,SUB4SUB ANYONE??? SUBSCRIBE TO ME AND I'LL SUBSCRIBE BACK!!!,1
d4567a63-76a,ClickHere4Free669,2024-02-24T23:00:00,I made $5000 in one week! Visit http://earn-money-now.biz,1
1e184251-5b7,Chris Taylor,2024-10-08T06:00:00,Early gang! Love your content,0
e1f77d35-4b8,FollowerFactory,2024-09-14T16:00:00,My channel is better than this one lol subscribe,1
1b35037b-e73,Kevin Clark,2023-03-05T06:00:00,You explained in 10 minutes what my textbook couldn't in 100 pages,0
4a24499b-b8a,Rachel Lewis,2024-10-15T08:00:00,Such an underrated channel,0
8b713334-379,Jessica Lee,2023-04-15T17:00:00,I have a project due next week and this is saving me,0
e41412b2-5fc,GiveawayBot722,2024-05-01T03:00:00,I made $5000 in one week! Visit http://get-rich-fast.com,1
2886f9fd-ceb,bookworm_99,2024-04-29T23:00:00,Notification squad! 🔔,0
730e0ea6-68c,Ashley Lopez,2023-05-06T11:00:00,Can you recommend any books on this topic?,0
ed521d8c-cdb,BotUser_xz,2023-05-30T03:00:00,Forex signals for free! Check http://earn-money-now.biz,1
edfe0761-22a,James Smith,2023-02-06T02:00:00,"I learned so much from this, thank you!",0
4eb708d3-d32,SpamMaster300,2023-01-27T05:00:00,PASSIVE INCOME SECRETS REVEALED AT HTTP://FREELIKESFOLLOWERS.COM 💰🎁🎁!!!!!!!!!,1
0d5aed5b-315,Jessica Lee,2023-11-06T06:00:00,I wish my teachers explained things like you do,0
9b060e94-581,Andrew Young,2024-08-22T03:00:00,Thank you for being so honest and genuine,0
6cdd31b7-993,Lauren Allen,2023-09-09T20:00:00,"Great video, really enjoyed it!",0
8cde0aee-db1,study_buddy,2023-03-09T01:00:00,Could you do a follow-up on this topic?,0
e0bb1b8c-7e0,ClickHere4Free,2024-02-23T07:00:00,Double your money with http://earn-money-now.biz,1
6a6e2bda-40a,FollowerFactory865,2023-08-12T12:00:00,PLEASE SUBSCRIBE TO MY CHANNEL I NEED 1000 SUBS!!!!!!,1
e3000c41-e9d,RichQuick,2024-02-13T14:00:00,Hey check my channel out http://tinyurl.com/fr33g1fts,1
b7b4c616-6b1,ClickHere4Free,2023-05-21T13:00:00,I JUST GOT A FREE PS5 FROM HTTP://BIT.LY/FREESTUFF!!!,1
571c7c3b-122,FakeAccount001114,2023-02-21T18:00:00,"Love this! I make similar videos, check me out!",1
41e62cb7-a48,FreeGiftBot465,2023-10-12T07:00:00,Visit http://get-rich-fast.com to get 1000 free subscribers!,1
89960147-e03,travel_addict,2023-03-29T02:00:00,The examples you use are so relatable,0
843618a7-aec,Jason Robinson,2024-08-19T19:00:00,This is my favorite YouTube channel,0
e7b1c385-f33,Rachel Lewis,2023-03-08T05:00:00,"I've been following your channel for years now, love the content",0
830b2e26-d87,Emily Chen,2024-06-01T09:00:00,I take notes while watching your videos,0
6a000f7a-be5,Olivia Adams,2024-07-03T18:00:00,Love the way you break down complex topics,0
0df3ddd5-bb8,ViralQueen,2024-02-10T11:00:00,Earn money online easily! https://t.co/xYzAbCdEf!!!!!!!!!,1
dbc30828-97b,SpamMaster734,2023-02-21T17:00:00,Earn money online easily! http://get-rich-fast.com!!!!!!,1
252d9508-2a0,SpamMaster,2023-08-18T17:00:00,Forex signals for free! Check http://scamsite.xyz/free,1
3b469e3e-066,musiclover_42,2024-11-23T03:00:00,"This came at the perfect time, I was just struggling with this",0
9cf8936c-909,study_buddy,2024-02-02T10:00:00,I tried this and it actually worked! Thanks!,0
4638442b-b41,Rachel Lewis,2023-03-22T08:00:00,Your dog is so cute! What breed is it?,0
fd43d84d-51d,CryptoGuru99593,2024-04-06T09:00:00,Like if you agree! Sub to my channel for more!!!!!!!!!!,1
b09bb177-ffc,SpamMaster,2024-09-07T23:00:00,WOW THIS IS SO GOOD! MY CHANNEL HAS MORE LIKE THIS!,1
b3f571cd-348,PromoKing241,2023-12-22T00:00:00,Amazing! I just uploaded something even better!,1
06a3ca1e-2a6,Samantha Harris,2023-08-13T04:00:00,This is my favorite YouTube channel,0
997d3146-482,Joshua Hill,2024-02-05T10:00:00,Could you do a follow-up on this topic?,0
e226cc8e-e01,FollowerFactory621,2024-02-08T13:00:00,Awesome video bro! Sub to me I sub back!!!!!!!,1
d9a8f090-ddb,SpamMaster,2023-09-26T11:00:00,Like if you agree! Sub to my channel for more!!!!!!!,1
56996563-f90,Ashley Lopez,2023-10-04T17:00:00,This is the best explanation I've found on YouTube,0
a1ab5cd3-6e9,musiclover_42,2024-03-29T19:00:00,I disagree with some points but overall good video,0
96472acf-60f,ClickHere4Free,2024-05-20T09:00:00,Get rich quick! http://subscribe2win.com,1
dd2c74f4-d2f,bookworm_99,2023-07-04T22:00:00,"This came at the perfect time, I was just struggling with this",0
142b86c9-168,art_creator,2023-02-21T07:00:00,The background music is so calming,0
4a75f51f-a29,Brandon White,2023-05-13T20:00:00,I shared this with all my friends,0
a63ca159-616,FreeGiftBot,2024-02-05T02:00:00,Check out my new song on my channel!!!,1
45656108-3a2,FakeAccount001,2023-02-13T09:00:00,DATING SITE HTTP://FREELIKESFOLLOWERS.COM JOIN FREE TODAY!,1
88778f1b-f87,MoneyMaker2024,2024-03-18T20:00:00,Check out my new song on my channel!!!,1
28d775e9-711,FreeGiftBot,2023-05-28T10:00:00,Wow this is so good! My channel has more like this!,1
2d861988-b1f,Kayla Scott,2024-08-01T15:00:00,The examples you use are so relatable,0
600c3f26-f71,Joshua Hill,2023-06-05T05:00:00,The editing on this video is amazing,0
4364223f-faa,FakeAccount001,2023-03-17T16:00:00,Hot singles in your area at http://get-rich-fast.com,1
92916229-5cf,Brandon White,2024-02-25T05:00:00,Thank you for making this free,0
ab069c82-d0d,MoneyMaker2024300,2024-09-25T21:00:00,Click here for free V-Bucks http://bit.ly/fReEstUfF,1
79b8d861-31a,Emily Chen,2023-06-09T10:00:00,Please do more videos like this!,0
a7058929-9ef,musiclover_42,2023-09-11T07:00:00,"I've been following your channel for years now, love the content",0
cb8760a0-131,MoneyMaker2024,2024-08-24T07:00:00,Get rich quick! https://t.co/xYzAbCdEf,1
17ccce57-49f,SubscribeNow123,2023-09-20T18:00:00,Want free followers? Click http://click4cash.net,1
504eec1b-ad0,SubscribeNow123911,2024-11-12T09:00:00,I bet you can't subscribe to my channel!!!!!!!,1
2f0efc6c-464,fitness_fan,2024-01-04T18:00:00,I love how you included both sides of the argument,0
ea2942db-29c,Emily Chen,2024-06-27T11:00:00,The animation at 12:08 was really cool,0
d1bdfae9-27a,BotUser_xz,2024-06-22T10:00:00,Earn money online easily! http://subscribe2win.com,1
3fc0378f-0a9,Kayla Scott,2024-11-05T20:00:00,"I learned so much from this, thank you!",0
310150cd-800,Rachel Lewis,2023-09-12T21:00:00,"Short and informative, just how I like it",0
989ccb11-c48,PromoKing987,2024-04-30T03:00:00,NFT DROP HAPPENING NOW! HTTP://GET-RICH-FAST.COM 🚀🚀🚀,1
ce95a02f-242,MoneyMaker2024,2024-06-17T19:00:00,Forex signals for free! Check http://bitcoin-profit.io!!!!!!,1
8e96449a-fcc,Michael Brown,2024-02-28T21:00:00,I've been looking for this information everywhere. Thank you!,0
06a7cd58-a4c,Brandon White,2023-05-24T11:00:00,"I learned so much from this, thank you!",0
46a38370-b14,SpamMaster796,2024-09-03T12:00:00,Subscribe to my channel http://earn-money-now.biz for free gifts!,1
3edac77f-26b,James Smith,2023-09-29T22:00:00,"You explain things so clearly, keep it up!",0
8d18315a-eda,SubscribeNow123272,2024-05-09T00:00:00,WIN A $1000 GIFT CARD AT HTTP://TINYURL.COM/FR33G1FTS,1
e52b3330-2a5,Sub4SubKing,2023-08-23T09:00:00,Wow this is so good! My channel has more like this!,1
da2c5c25-0ef,James Smith,2024-11-26T04:00:00,"Short and informative, just how I like it",0
ca1c6fd9-093,Matthew Wright,2024-01-22T12:00:00,More people need to see this video,0
a26ce6e1-c91,Samantha Harris,2023-12-30T06:00:00,The cinematography is stunning,0
455a609c-648,SpamMaster,2023-01-20T00:00:00,"If you see this, you HAVE to subscribe to me!",1
f1e3fd67-dc9,Sub4SubKing,2024-05-03T22:00:00,Double your money with http://subscribe2win.com,1
3b3fcc4d-cdc,art_creator,2024-03-15T05:00:00,I disagree with some points but overall good video,0
b003ef53-f3f,Joshua Hill,2023-11-05T04:00:00,"You explain things so clearly, keep it up!",0
cc5e21cd-1f2,SubscribeNow123310,2023-08-18T14:00:00,My trading bot made me rich http://goo.gl/spam123 💰💯🚀💯🔥,1
584084f8-409,Matthew Wright,2023-08-06T16:00:00,I tried this and it actually worked! Thanks!,0
df51d16d-f86,Brandon White,2024-03-04T13:00:00,I was confused about this but now I understand,0
771036d3-47b,study_buddy,2024-06-12T01:00:00,Your dog is so cute! What breed is it?,0
45eb8261-85b,BotUser_xz841,2023-04-24T12:00:00,Win a $1000 gift card at http://scamsite.xyz/free 💰😱,1
d3470d7f-955,FreeGiftBot,2023-02-21T02:00:00,I BET YOU CAN'T SUBSCRIBE TO MY CHANNEL!,1
458361c0-d9e,Sub4SubKing175,2024-11-27T18:00:00,SUBSCRIBE TO MY CHANNEL HTTP://GET-RICH-FAST.COM FOR FREE GIFTS!,1
f9581192-fb1,ClickHere4Free521,2024-04-29T14:00:00,I just got a free PS5 from http://goo.gl/spam123!!!,1
f92b7537-8f4,Sub4SubKing,2023-03-11T18:00:00,I just got a free PS5 from http://subscribe2win.com!!!,1
0862ae74-d0a,Michael Brown,2023-05-30T16:00:00,Such an underrated channel,0
205bfda4-e46,Matthew Wright,2024-08-17T18:00:00,My teacher recommended this video to us,0
eb43501b-0f7,Samantha Harris,2023-06-18T22:00:00,Rewatching this because it's so good,0
8607af05-eff,ClickHere4Free988,2023-03-18T23:00:00,My trading bot made me rich http://bitcoin-profit.io,1
c2a87f92-a69,LikeBot3000742,2024-01-02T19:00:00,Invest in http://tinyurl.com/fr33g1fts before it's too late!!!,1
53172839-4a6,David Kim,2024-07-14T20:00:00,Can you make a video about music production?,0
eafcca06-c17,BotUser_xz,2023-10-12T04:00:00,BITCOIN is going to $100k! Buy now at http://click4cash.net 👇🔥💯💰💯!!!!!!!!!,1
7056e546-3b7,LikeBot3000477,2023-03-05T11:00:00,So inspiring! I posted a reaction on my channel!,1
b6d2f5e2-baa,ViralQueen400,2024-04-22T11:00:00,VISIT HTTP://GOO.GL/SPAM123 TO GET 1000 FREE SUBSCRIBERS! ⬇️🔥💯,1
37040516-ea4,Joshua Hill,2024-08-15T12:00:00,I tried this recipe and my family loved it!,0
9daf174c-0f9,science_geek,2024-10-10T22:00:00,Thank you for making this free,0
74a0a776-a9c,Jessica Lee,2023-01-27T00:00:00,This is my favorite YouTube channel,0
4bc7b47b-851,GiveawayBot,2024-09-14T00:00:00,Adult content at http://www.fakepromo.net 🔞,1
538c2895-6c9,Megan Walker,2023-12-31T15:00:00,The editing on this video is amazing,0
ff573182-0ca,SubscribeNow123477,2023-01-21T03:00:00,"I TURNED $100 INTO $50,000 WITH CRYPTO! DM ME",1
96fe967c-9e8,science_geek,2023-08-31T23:00:00,"I learned so much from this, thank you!",0
b4bd40a1-4bd,foodie_life,2023-01-23T02:00:00,"Great video, really enjoyed it!",0
6966881e-0af,FreeGiftBot829,2023-08-10T11:00:00,CHECK OUT THIS AMAZING DEAL AT HTTP://EARN-MONEY-NOW.BIZ ⬇️👇⬇️,1
d86099aa-891,musiclover_42,2023-05-09T20:00:00,You make learning fun!,0
7aaa0630-9ae,Michael Brown,2024-08-17T14:00:00,You explained in 10 minutes what my textbook couldn't in 100 pages,0
1af84c95-6d5,FakeAccount001530,2024-08-28T01:00:00,Hot singles in your area at http://click4cash.net,1
a8797989-e21,musiclover_42,2024-10-30T15:00:00,I tried this and it actually worked! Thanks!,0
d385150f-f7e,Ryan Thomas,2023-09-24T09:00:00,The examples you use are so relatable,0
cf0304ab-cf2,LikeBot3000,2024-02-05T09:00:00,WIN A $1000 GIFT CARD AT HTTP://BIT.LY/FREESTUFF 🚀👇🚀🤑💯,1
4aabe7a1-3cc,travel_addict,2023-03-02T06:00:00,You make learning fun!,0
4463c470-e9a,Joshua Hill,2023-06-12T18:00:00,"I learned so much from this, thank you!",0
f3a34111-4c7,Nicole Jackson,2024-02-04T21:00:00,The editing on this video is amazing,0
270b848e-21b,James Smith,2023-09-09T03:00:00,Finally someone who explains this properly!,0
783cead7-065,travel_addict,2024-10-01T20:00:00,Early gang! Love your content,0
d94104f5-a6f,GiveawayBot26,2024-07-24T08:00:00,Free iPhones! Go to http://www.fakepromo.net now!!!,1
0662c6af-554,FakeAccount001,2024-07-16T15:00:00,ADULT CONTENT AT HTTP://CLICK4CASH.NET 🔞,1
a98b6d18-f65,MoneyMaker2024,2023-10-13T04:00:00,Adult content at https://t.co/xYzAbCdEf 🔞,1
b03e0b26-333,PromoKing576,2024-01-08T22:00:00,DOUBLE YOUR MONEY WITH HTTPS://T.CO/XYZABCDEF,1
d803b38e-d60,FreeGiftBot182,2024-07-21T07:00:00,LIKE IF YOU AGREE! SUB TO MY CHANNEL FOR MORE!,1
e1a48b26-22a,GiveawayBot88,2024-03-25T18:00:00,I just got a free PS5 from http://scamsite.xyz/free!!!,1
9db73315-b46,FreeGiftBot33,2024-05-21T10:00:00,My channel is better than this one lol subscribe,1
53f4f9bd-455,RichQuick941,2024-09-11T13:00:00,"I turned $100 into $50,000 with crypto! DM me",1
a3af25e1-156,Olivia Adams,2024-01-21T14:00:00,This is my favorite YouTube channel,0
4e53bb77-3b9,gamer_pro,2024-05-12T07:00:00,The editing on this video is amazing,0
265c58cc-b8e,FreeGiftBot890,2023-09-07T03:00:00,Check out this amazing deal at http://bitcoin-profit.io,1
3cffab40-925,SpamMaster603,2023-01-28T11:00:00,Want free followers? Click http://goo.gl/spam123,1
dd3ac5fa-02d,RichQuick924,2023-12-18T02:00:00,Nice video! 👍 Check out my content too!,1
cc3a10c4-3d4,Ethan Green,2024-05-17T20:00:00,What camera do you use?,0
51bb24a1-ef6,Nicole Jackson,2023-10-06T07:00:00,This channel deserves more subscribers,0
70822eea-0ff,Andrew Young,2024-09-14T04:00:00,You explained in 10 minutes what my textbook couldn't in 100 pages,0
33055338-05f,Lauren Allen,2023-12-13T12:00:00,Early gang! Love your content,0
c348d1a1-136,travel_addict,2024-06-02T22:00:00,I've been looking for this information everywhere. Thank you!,0
f2742af5-089,ClickHere4Free656,2023-03-29T11:00:00,LIKE IF YOU AGREE! SUB TO MY CHANNEL FOR MORE!,1
91c6a7b2-b61,Chris Taylor,2024-03-21T02:00:00,"I cried watching this, so beautiful",0
9fb647af-2a6,Nicole Jackson,2023-05-11T06:00:00,Subscribed after watching just one video,0
abf8e3c6-a2d,BotUser_xz965,2023-06-08T09:00:00,Earn money online easily! http://freelikesfollowers.com!!!!!!,1
072b3914-4ac,LikeBot3000483,2023-05-12T19:00:00,I made $5000 in one week! Visit http://goo.gl/spam123 🤑🤑,1
7ee9fa03-b69,BotUser_xz,2023-07-01T10:00:00,Who's watching in 2024? Sub to me btw,1
22ac1679-7be,Chris Taylor,2023-05-15T19:00:00,Can you make a video about machine learning?,0
7980d8d6-cce,tech_nerd,2024-11-16T11:00:00,I tried this and it actually worked! Thanks!,0
c3064dfc-7cb,Ashley Lopez,2023-02-02T08:00:00,What software do you use for editing?,0
2b13739b-eca,SpamMaster349,2023-06-13T11:00:00,SUB4SUB ANYONE??? SUBSCRIBE TO ME AND I'LL SUBSCRIBE BACK!!!,1
3748f927-01d,GiveawayBot,2023-07-04T05:00:00,FREE ROBUX! GO TO HTTP://TINYURL.COM/FR33G1FTS RIGHT NOW!,1
349195f0-bcb,ClickHere4Free810,2023-09-23T05:00:00,FIRST COMMENT! CHECK MY CHANNEL OUT PLZ!,1
211623b6-6c1,Maria Garcia,2023-12-14T06:00:00,Love the way you break down complex topics,0
3f8be551-128,MoneyMaker2024643,2024-07-04T09:00:00,Get rich quick! http://www.fakepromo.net,1
f751931a-626,science_geek,2023-11-19T16:00:00,You should collab with MrBeast,0
769a67c9-269,Chris Taylor,2024-09-30T04:00:00,What software do you use for editing?,0
cee942d3-1ef,Alex Johnson,2024-04-21T23:00:00,"Short and informative, just how I like it",0
3654ab7a-25c,tech_nerd,2024-03-21T03:00:00,Love the way you break down complex topics,0
39139cea-4a7,FakeAccount001,2023-09-13T01:00:00,Sub4Sub anyone??? Subscribe to me and I'll subscribe back!!!!!!!!!,1
37d30063-f38,Lauren Allen,2023-10-11T14:00:00,"This came at the perfect time, I was just struggling with this",0
